ID,Name,TWA,TWA New Level
1104,Use of Unmaintained Third Party Components,??,??
1105,Insufficient Encapsulation of Machine-Dependent Functionality,??,??
1106,Insufficient Use of Symbolic Constants,??,??
1107,Insufficient Isolation of Symbolic Constant Definitions,??,??
1108,Excessive Reliance on Global Variables,??,??
1109,Use of Same Variable for Multiple Purposes,??,??
1110,Incomplete Design Documentation,??,??
1111,Incomplete I/O Documentation,??,??
1112,Incomplete Documentation of Program Execution,??,??
1113,Inappropriate Comment Style,??,??
1114,Inappropriate Whitespace Style,??,??
1115,Source Code Element without Standard Prologue,??,??
1116,Inaccurate Comments,??,??
1117,Callable with Insufficient Behavioral Summary,??,??
1118,Insufficient Documentation of Error Handling Techniques,??,??
1119,Excessive Use of Unconditional Branching,??,??
1120,Excessive Code Complexity,??,??
1121,Excessive McCabe Cyclomatic Complexity,??,??
1122,Excessive Halstead Complexity,??,??
1123,Excessive Use of Self-Modifying Code,??,??
1124,Excessively Deep Nesting,??,??
1125,Excessive Attack Surface,??,??
1126,Declaration of Variable with Unnecessarily Wide Scope,??,??
1127,Compilation with Insufficient Warnings or Errors,??,??
1164,Irrelevant Code,??,??
1173,Improper Use of Validation Framework,Extrinsic-I,??
1174,ASP.NET Misconfiguration: Improper Model Validation,Extrinsic-I,??
1176,Inefficient CPU Computation,Extrinsic-A or Extrinsic-O,??
1177,Use of Prohibited Code,??,??
1187,DEPRECATED: Use of Uninitialized Resource,??,??
1188,Insecure Default Initialization of Resource,??,??
1189,Improper Isolation of Shared Resources on System-on-a-Chip (SoC),Extrinsic-M or Extrinsic-U,??
1190,DMA Device Enabled Too Early in Boot Phase,Extrinsic-M or Extrinsic-U,??
1191,Exposed Chip Debug and Test Interface With Insufficient or Missing Authorization,Extrinsic-M or Extrinsic-U,??
1192,"System-on-Chip (SoC) Using Components without Unique, Immutable Identifiers",Extrinsic-M or Extrinsic-U,??
1193,Power-On of Untrusted Execution Core Before Enabling Fabric Access Control,Extrinsic-M or Extrinsic-U,??
1204,Generation of Weak Initialization Vector (IV),Extrinsic-C,??
1209,Failure to Disable Reserved Bits,Extrinsic-M or Extrinsic-U,??
1220,Insufficient Granularity of Access Control,Extrinsic-M or Extrinsic-U,??
1221,Incorrect Register Defaults or Module Parameters,Extrinsic-M or Extrinsic-U,??
1222,Insufficient Granularity of Address Regions Protected by Register Locks,Extrinsic-M or Extrinsic-U,??
1223,Race Condition for Write-Once Attributes,Extrinsic-M or Extrinsic-U,??
1224,Improper Restriction of Write-Once Bit Fields,Extrinsic-M or Extrinsic-U,??
1229,Creation of Emergent Resource,??,??
1230,Exposure of Sensitive Information Through Metadata,??,??
1231,Improper Implementation of Lock Protection Registers,Extrinsic-M or Extrinsic-U,??
1232,Improper Lock Behavior After Power State Transition,Extrinsic-M or Extrinsic-U,??
1233,Improper Hardware Lock Protection for Security Sensitive Controls,Extrinsic-M or Extrinsic-U,??
1234,Hardware Internal or Debug Modes Allow Override of Locks,Extrinsic-M or Extrinsic-U,??
1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,Extrinsic-A or Extrinsic-O,??
1236,Improper Neutralization of Formula Elements in a CSV File,Extrinsic-C,??
1239,Improper Zeroization of Hardware Register,Extrinsic-C,??
1240,Use of a Risky Cryptographic Primitive,Extrinsic-C,??
1241,Use of Predictable Algorithm in Random Number Generator,Extrinsic-C,??
1242,Inclusion of Undocumented Features or Chicken Bits,Extrinsic-M or Extrinsic-U,??
1243,Sensitive Non-Volatile Information Not Protected During Debug,Extrinsic-M or Extrinsic-U,??
1244,Improper Access to Sensitive Information Using Debug and Test Interfaces,Extrinsic-M or Extrinsic-U,??
1245,Improper Finite State Machines (FSMs) in Hardware Logic,Extrinsic-M or Extrinsic-U,??
1246,Improper Write Handling in Limited-write Non-Volatile Memories,Extrinsic-A or Extrinsic-O,??
1247,Missing or Improperly Implemented Protection Against Voltage and Clock Glitches,Extrinsic-M or Extrinsic-U,??
1248,Semiconductor Defects in Hardware Logic with Security-Sensitive Implications,Extrinsic-M or Extrinsic-U,??
1249,Application-Level Admin Tool with Inconsistent View of Underlying Operating System,Extrinsic-M or Extrinsic-U,??
1250,Improper Preservation of Consistency Between Independent Representations of Shared State,??,??
1251,Mirrored Regions with Different Values,Extrinsic-M or Extrinsic-U,??
1252,CPU Hardware Not Configured to Support Exclusivity of Write and Execute Operations,"Extrinsic-C,Extrinsic-I",??
1253,Incorrect Selection of Fuse Values,Extrinsic-M or Extrinsic-U,??
1254,Incorrect Comparison Logic Granularity,Extrinsic-C,??
1255,Comparison Logic is Vulnerable to Power Side-Channel Attacks,Extrinsic-M or Extrinsic-U,??
1256,Hardware Features Enable Physical Attacks from Software,Extrinsic-I,??
1257,Improper Access Control Applied to Mirrored or Aliased Memory Regions,Extrinsic-M or Extrinsic-U,??
1258,Exposure of Sensitive System Information Due to Uncleared Debug Information,Extrinsic-M or Extrinsic-U,??
1259,Improper Restriction of Security Token Assignment,Extrinsic-M or Extrinsic-U,??
1260,Improper Handling of Overlap Between Protected Memory Ranges,Extrinsic-M or Extrinsic-U,??
1261,Improper Handling of Single Event Upsets,Extrinsic-M or Extrinsic-U,??
1262,Register Interface Allows Software Access to Sensitive Data or Security Settings,"Extrinsic-C,Extrinsic-I",??
1263,Improper Physical Access Control,Extrinsic-M or Extrinsic-U,??
1264,Hardware Logic with Insecure De-Synchronization between Control and Data Channels,Extrinsic-C,??
1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls,Extrinsic-I,??
1266,Improper Scrubbing of Sensitive Data from Decommissioned Device,Extrinsic-C,??
1267,Policy Uses Obsolete Encoding,Extrinsic-M or Extrinsic-U,??
1268,Policy Privileges are not Assigned Consistently Between Control and Data Agents,Extrinsic-M or Extrinsic-U,??
1269,Product Released in Non-Release Configuration,Extrinsic-M or Extrinsic-U,??
1270,Generation of Incorrect Security Tokens,Extrinsic-M or Extrinsic-U,??
1271,Uninitialized Value on Reset for Registers Holding Security Settings,Extrinsic-M or Extrinsic-U,??
1272,Sensitive Information Uncleared Before Debug/Power State Transition,Extrinsic-M or Extrinsic-U,??
1273,Device Unlock Credential Sharing,Extrinsic-M or Extrinsic-U,??
1274,Insufficient Protections on the Volatile Memory Containing Boot Code,??,??
1275,Sensitive Cookie with Improper SameSite Attribute,Extrinsic-M or Extrinsic-U,Medium
1276,Hardware Child Block Incorrectly Connected to Parent System,Extrinsic-M or Extrinsic-U,??
1277,Firmware Not Updateable,Extrinsic-M or Extrinsic-U,??
1278,Missing Protection Against Hardware Reverse Engineering Using Integrated Circuit (IC) Imaging Techniques,Extrinsic-C,??
1279,Cryptographic Operations are run Before Supporting Units are Ready,Extrinsic-M or Extrinsic-U,??
1280,Access Control Check Implemented After Asset is Accessed,Extrinsic-M or Extrinsic-U,??
1281,Sequence of Processor Instructions Leads to Unexpected Behavior (Halt and Catch Fire),"Extrinsic-I,Extrinsic-A or Extrinsic-O",??
1282,Assumed-Immutable Data is Stored in Writable Memory,Extrinsic-I,??
1283,Mutable Attestation or Measurement Reporting Data,Extrinsic-C,??
1284,Improper Validation of Specified Quantity in Input,??,??
1285,"Improper Validation of Specified Index, Position, or Offset in Input",??,??
1286,Improper Validation of Syntactic Correctness of Input,??,??
1287,Improper Validation of Specified Type of Input,??,??
1288,Improper Validation of Consistency within Input,??,??
1289,Improper Validation of Unsafe Equivalence in Input,??,??
1290,Incorrect Decoding of Security Identifiers ,Extrinsic-M or Extrinsic-U,??
1291,Public Key Re-Use for Signing both Debug and Production Code,Extrinsic-M or Extrinsic-U,??
1292,Incorrect Conversion of Security Identifiers,Extrinsic-M or Extrinsic-U,??
1293,Missing Source Correlation of Multiple Independent Data,"Extrinsic-C,Extrinsic-I",??
1294,Insecure Security Identifier Mechanism,Extrinsic-M or Extrinsic-U,??
1295,Debug Messages Revealing Unnecessary Information,Extrinsic-M or Extrinsic-U,??
1296,Incorrect Chaining or Granularity of Debug Components,Extrinsic-M or Extrinsic-U,??
1297,Unprotected Confidential Information on Device is Accessible by OSAT Vendors,Extrinsic-M or Extrinsic-U,??
1298,Hardware Logic Contains Race Conditions,Extrinsic-M or Extrinsic-U,??
1299,Missing Protection Mechanism for Alternate Hardware Interface,Extrinsic-M or Extrinsic-U,??
1300,Improper Protection Against Physical Side Channels,Extrinsic-C,??
1301,Insufficient or Incomplete Data Removal within Hardware Component,Extrinsic-C,??
1302,Missing Security Identifier,Extrinsic-M or Extrinsic-U,??
1303,Non-Transparent Sharing of Microarchitectural Resources,Extrinsic-C,??
1304,Improperly Preserved Integrity of Hardware Configuration State During a Power Save/Restore Operation,"Extrinsic-C,Extrinsic-I",??
1310,Missing Ability to Patch ROM Code,??,??
1311,Improper Translation of Security Attributes by Fabric Bridge,Extrinsic-M or Extrinsic-U,??
1312,Missing Protection for Mirrored Regions in On-Chip Fabric Firewall,Extrinsic-M or Extrinsic-U,??
1313,Hardware Allows Activation of Test or Debug Logic at Runtime,Extrinsic-M or Extrinsic-U,??
1314,Missing Write Protection for Parametric Data Values,Extrinsic-A or Extrinsic-O,??
1315,Improper Setting of Bus Controlling Capability in Fabric End-point,Extrinsic-M or Extrinsic-U,??
1316,Fabric-Address Map Allows Programming of Unwarranted Overlaps of Protected and Unprotected Ranges,Extrinsic-M or Extrinsic-U,??
1317,Missing Security Checks in Fabric Bridge,Extrinsic-M or Extrinsic-U,??
1318,Missing Support for Security Features in On-chip Fabrics or Buses,Extrinsic-M or Extrinsic-U,??
1319,Improper Protection against Electromagnetic Fault Injection (EM-FI),Extrinsic-M or Extrinsic-U,??
1320,Improper Protection for Out of Bounds Signal Level Alerts,Extrinsic-A or Extrinsic-O,??
1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"Extrinsic-I,Extrinsic-A or Extrinsic-O",??
1322,"Use of Blocking Code in Single-threaded, Non-blocking Context",Extrinsic-A or Extrinsic-O,??
1323,Improper Management of Sensitive Trace Data,Extrinsic-C,??
1324,Sensitive Information Accessible by Physical Probing of JTAG Interface,Extrinsic-C,??
1325,Improperly Controlled Sequential Memory Allocation,Extrinsic-A or Extrinsic-O,??
1326,Missing Immutable Root of Trust in Hardware,??,??
1327,Binding to an Unrestricted IP Address,Extrinsic-A or Extrinsic-O,??
1328,Security Version Number Mutable to Older Versions,"Extrinsic-C,Extrinsic-I",??
1329,Reliance on Component That is Not Updateable,??,??
1330,Remanent Data Readable after Memory Erase,Extrinsic-C,??
1331,Improper Isolation of Shared Resources in Network On Chip,"Extrinsic-C,Extrinsic-A or Extrinsic-O",??
1332,Insufficient Protection Against Instruction Skipping Via Fault Injection,"Extrinsic-C,Extrinsic-I",??
1333,Inefficient Regular Expression Complexity,Extrinsic-A or Extrinsic-O,Low
1334,Unauthorized Error Injection Can Degrade Hardware Redundancy,"Extrinsic-I,Extrinsic-A or Extrinsic-O",??
1338,Improper Protections Against Hardware Overheating,Extrinsic-A or Extrinsic-O,??
